instanceID	label	comment	annotator
257_grain_nn	4	 	gold
153_donkey_nn	4	 	gold
76_include_vb	4	 	gold
654_bit_nn	4	 	gold
919_pick_vb	4	 	gold
130_plane_nn	4	 	gold
157_stroke_vb	4	 	gold
309_prop_nn	1	 	gold
465_twist_nn	2	 	gold
77_donkey_nn	4	 	gold
473_bar_nn	1	 	gold
157_risk_nn	4	 	gold
74_chairman_nn	4	 	gold
48_prop_nn	4	 	gold
652_bit_nn	1	 	gold
501_bar_nn	1	 	gold
28_land_nn	4	 	gold
217_ball_nn	1	 	gold
414_stab_nn	2	 	gold
261_graft_nn	1	 	gold
42_lass_nn	4	 	gold
105_player_nn	3	 	gold
101_part_nn	2	 	gold
326_attack_nn	4	 	gold
216_tree_nn	4	 	gold
94_plane_nn	4	 	gold
52_rally_nn	2	 	gold
327_rag_nn	4	 	gold
297_attack_nn	2	 	gold
186_plane_nn	1	 	gold
158_multitude_nn	4	 	gold
77_chairman_nn	4	 	gold
333_ball_nn	1	 	gold
254_rally_nn	4	 	gold
416_bit_nn	4	 	gold
103_stab_nn	2	 	gold
209_chairman_nn	4	 	gold
107_donkey_nn	4	 	gold
277_ball_nn	1	 	gold
186_attack_nn	3	 	gold
655_ball_nn	1	 	gold
732_ball_nn	1	 	gold
974_pick_vb	4	 	gold
444_land_nn	4	 	gold
264_face_nn	2	 	gold
319_pin_vb	4	 	gold
72_stroke_vb	4	 	gold
409_word_nn	4	 	gold
175_plane_nn	4	 	gold
446_ball_nn	1	 	gold
326_rag_nn	4	 	gold
195_heel_nn	2	 	gold
128_stab_nn	2	 	gold
382_stab_nn	2	 	gold
357_prop_nn	1	 	gold
65_stroke_vb	4	 	gold
86_stroke_vb	4	 	gold
235_thump_nn	4	 	gold
162_fiction_nn	4	 	gold
65_tree_nn	4	 	gold
31_heel_nn	2	 	gold
85_chairman_nn	4	 	gold
147_multitude_nn	4	 	gold
1225_twist_nn	4	 	gold
32_savage_nn	4	 	gold
55_gas_nn	4	 	gold
42_bag_nn	4	 	gold
230_twist_nn	2	 	gold
119_graft_nn	4	 	gold
327_ball_nn	1	 	gold
442_tip_vb	1	 	gold
165_face_nn	4	 	gold
229_bag_nn	4	 	gold
56_lane_nn	4	 	gold
65_chef_nn	4	 	gold
194_tree_nn	4	 	gold
127_head_nn	2	 	gold
71_face_nn	4	 	gold
136_risk_nn	4	 	gold
138_maxim_nn	4	 	gold
67_stroke_vb	4	 	gold
237_donkey_nn	4	 	gold
198_word_nn	4	 	gold
0_tree_nn	4	 	gold
97_savage_nn	4	 	gold
85_edge_nn	4	 	gold
765_ball_nn	1	 	gold
299_head_nn	4	 	gold
416_lass_nn	1	 	gold
138_ounce_nn	4	 	gold
231_lass_nn	4	 	gold
61_contemplation_nn	4	 	gold
136_rally_nn	4	 	gold
353_ball_nn	1	 	gold
189_part_nn	3	 	gold
576_twist_nn	4	 	gold
55_donkey_nn	4	 	gold
117_chairman_nn	4	 	gold
405_edge_nn	1	 	gold
22_ball_nn	4	 	gold
252_ball_nn	1	 	gold
584_bar_nn	1	 	gold
84_bag_nn	4	 	gold
284_face_nn	2	 	gold
222_heel_nn	4	 	gold
112_afternoon_nn	4	 	gold
272_contemplation_nn	4	 	gold
169_lass_nn	1	 	gold
9_pin_vb	2	 	gold
69_tree_nn	4	 	gold
688_bar_nn	1	 	gold
21_lass_nn	4	 	gold
325_multitude_nn	4	 	gold
48_maxim_nn	4	 	gold
248_grain_nn	4	 	gold
265_circle_vb	4	 	gold
92_tip_vb	4	 	gold
146_player_nn	4	 	gold
138_attack_nn	4	 	gold
63_stroke_vb	4	 	gold
113_lane_nn	4	 	gold
275_stroke_vb	4	 	gold
86_donkey_nn	4	 	gold
144_word_nn	4	 	gold
34_chairman_nn	4	 	gold
29_pin_vb	2	 	gold
441_prop_nn	4	 	gold
252_prop_nn	4	 	gold
106_relationship_nn	3	 	gold
66_graft_nn	1	 	gold
64_face_nn	2	 	gold
67_afternoon_nn	4	 	gold
305_ball_nn	1	 	gold
40_chairman_nn	4	 	gold
437_bar_nn	4	 	gold
1100_tip_vb	1	 	gold
157_plane_nn	1	 	gold
204_afternoon_nn	4	 	gold
6_afternoon_nn	4	 	gold
47_tree_nn	4	 	gold
58_thump_nn	4	 	gold
72_plane_nn	1	 	gold
147_quilt_nn	4	 	gold
237_ball_nn	4	 	gold
41_fiction_nn	3	 	gold
105_tree_nn	4	 	gold
138_savage_nn	4	 	gold
253_record_nn	4	 	gold
214_grain_nn	4	 	gold
513_part_nn	2	 	gold
92_risk_nn	4	 	gold
166_lass_nn	4	 	gold
136_lass_nn	4	 	gold
525_bar_nn	1	 	gold
159_record_nn	4	 	gold
245_rally_nn	4	 	gold
83_gas_nn	4	 	gold
532_twist_nn	4	 	gold
55_savage_nn	4	 	gold
502_prop_nn	4	 	gold
97_stroke_vb	4	 	gold
383_twist_nn	2	 	gold
97_afternoon_nn	4	 	gold
1121_pick_vb	4	 	gold
83_include_vb	4	 	gold
149_fiction_nn	3	 	gold
575_bar_nn	1	 	gold
156_multitude_nn	4	 	gold
105_quilt_nn	4	 	gold
37_stroke_vb	4	 	gold
113_chef_nn	4	 	gold
93_lass_nn	4	 	gold
71_multitude_nn	4	 	gold
382_graft_nn	4	 	gold
503_tip_vb	1	 	gold
357_word_nn	3	 	gold
235_ball_nn	1	 	gold
5_face_nn	3	 	gold
188_face_nn	2	 	gold
107_relationship_nn	4	 	gold
80_chairman_nn	4	 	gold
321_pin_vb	2	 	gold
90_donkey_nn	4	 	gold
281_lane_nn	4	 	gold
189_rally_nn	4	 	gold
10_tip_vb	3	 	gold
92_stroke_vb	4	 	gold
286_head_nn	4	 	gold
34_afternoon_nn	4	 	gold
930_tip_vb	3	 	gold
71_lane_nn	4	 	gold
54_twist_nn	2	 	gold
168_grain_nn	2	 	gold
83_multitude_nn	4	 	gold
73_lass_nn	1	 	gold
36_quilt_nn	4	 	gold
93_edge_nn	4	 	gold
95_edge_nn	4	 	gold
440_plane_nn	4	 	gold
933_prop_nn	1	 	gold
151_quilt_nn	4	 	gold
520_bar_nn	1	 	gold
147_land_nn	3	 	gold
499_plane_nn	1	 	gold
61_part_nn	2	 	gold
663_ball_nn	4	 	gold
134_plane_nn	4	 	gold
188_plane_nn	1	 	gold
506_attack_nn	2	 	gold
131_donkey_nn	4	 	gold
310_chef_nn	1	 	gold
30_tree_nn	4	 	gold
448_bar_nn	4	 	gold
136_word_nn	4	 	gold
114_stroke_vb	4	 	gold
1474_tip_vb	1	 	gold
302_grain_nn	4	 	gold
89_rally_nn	4	 	gold
179_circle_vb	2	 	gold
90_plane_nn	1	 	gold
59_tree_nn	4	 	gold
103_plane_nn	1	 	gold
92_quilt_nn	4	 	gold
10_chairman_nn	4	 	gold
331_rag_nn	4	 	gold
213_chairman_nn	4	 	gold
248_face_nn	2	 	gold
78_plane_nn	1	 	gold
42_savage_nn	4	 	gold
48_face_nn	2	 	gold
530_bar_nn	1	 	gold
543_bar_nn	4	 	gold
21_chairman_nn	4	 	gold
46_relationship_nn	4	 	gold
242_lass_nn	4	 	gold
309_lane_nn	4	 	gold
146_savage_nn	4	 	gold
646_twist_nn	2	 	gold
50_face_nn	4	 	gold
7_tip_vb	4	 	gold
416_part_nn	2	 	gold
67_savage_nn	4	 	gold
35_stroke_vb	4	 	gold
146_lass_nn	4	 	gold
145_rally_nn	4	 	gold
543_plane_nn	4	 	gold
86_plane_nn	1	 	gold
56_include_vb	4	 	gold
531_twist_nn	4	 	gold
271_thump_nn	4	 	gold
342_ball_nn	4	 	gold
255_graft_nn	4	 	gold
162_land_nn	4	 	gold
137_savage_nn	4	 	gold
71_ounce_nn	2	 	gold
46_lass_nn	1	 	gold
1458_tip_vb	1	 	gold
921_pick_vb	2	 	gold
16_land_nn	4	 	gold
46_quilt_nn	4	 	gold
232_ball_nn	3	 	gold
23_lass_nn	4	 	gold
2_attack_nn	4	 	gold
137_plane_nn	1	 	gold
160_lass_nn	4	 	gold
175_gas_nn	4	 	gold
321_tip_vb	1	 	gold
205_rally_nn	3	 	gold
309_lass_nn	1	 	gold
60_lass_nn	4	 	gold
79_twist_nn	2	 	gold
139_donkey_nn	4	 	gold
507_part_nn	4	 	gold
301_grain_nn	1	 	gold
80_stroke_vb	4	 	gold
614_bar_nn	1	 	gold
84_bit_nn	1	 	gold
185_plane_nn	1	 	gold
50_thump_nn	4	 	gold
84_multitude_nn	4	 	gold
58_graft_nn	4	 	gold
84_tree_nn	4	 	gold
48_include_vb	4	 	gold
705_bar_nn	1	 	gold
59_maxim_nn	4	 	gold
28_tree_nn	4	 	gold
93_multitude_nn	4	 	gold
376_bit_nn	4	 	gold
221_maxim_nn	4	 	gold
686_circle_vb	4	 	gold
323_graft_nn	1	 	gold
364_twist_nn	2	 	gold
1356_tip_vb	1	 	gold
57_afternoon_nn	4	 	gold
191_graft_nn	1	 	gold
75_donkey_nn	4	 	gold
46_donkey_nn	4	 	gold
54_include_vb	4	 	gold
286_face_nn	4	 	gold
96_risk_nn	4	 	gold
70_savage_nn	4	 	gold
192_graft_nn	4	 	gold
70_tree_nn	4	 	gold
55_ball_nn	1	 	gold
250_gas_nn	4	 	gold
51_donkey_nn	4	 	gold
306_chef_nn	4	French	gold
81_maxim_nn	4	 	gold
60_pin_vb	2	 	gold
278_face_nn	4	 	gold
218_plane_nn	1	 	gold
493_bar_nn	1	 	gold
49_tree_nn	4	 	gold
234_grain_nn	2	 	gold
287_face_nn	4	 	gold
28_quilt_nn	4	 	gold
187_record_nn	4	 	gold
90_multitude_nn	4	 	gold
67_chairman_nn	4	 	gold
351_stab_nn	2	 	gold
271_maxim_nn	4	 	gold
370_rally_nn	4	 	gold
50_contemplation_nn	4	 	gold
97_donkey_nn	4	 	gold
99_twist_nn	2	 	gold
83_afternoon_nn	4	 	gold
47_relationship_nn	4	 	gold
71_tree_nn	4	 	gold
513_plane_nn	4	 	gold
711_bar_nn	1	 	gold
41_bag_nn	4	 	gold
91_risk_nn	4	 	gold
43_donkey_nn	4	 	gold
127_chairman_nn	4	 	gold
201_attack_nn	4	 	gold
592_twist_nn	2	 	gold
150_land_nn	3	 	gold
38_edge_nn	3	 	gold
10_afternoon_nn	4	 	gold
411_grain_nn	4	 	gold
154_bag_nn	4	 	gold
52_maxim_nn	4	 	gold
808_stab_nn	2	 	gold
72_multitude_nn	4	 	gold
715_head_nn	4	 	gold
908_tip_vb	1	 	gold
64_savage_nn	4	 	gold
12_ball_nn	4	 	gold
425_stab_nn	2	 	gold
19_chairman_nn	4	 	gold
65_plane_nn	1	 	gold
435_tip_vb	1	 	gold
579_bar_nn	1	 	gold
33_graft_nn	1	 	gold
419_lass_nn	4	 	gold
76_tree_nn	4	 	gold
177_tip_vb	3	 	gold
294_grain_nn	2	 	gold
29_bit_nn	1	 	gold
68_stroke_vb	4	 	gold
71_chairman_nn	4	 	gold
184_land_nn	4	 	gold
102_multitude_nn	4	 	gold
690_head_nn	4	 	gold
50_tree_nn	4	 	gold
903_part_nn	2	 	gold
473_part_nn	4	 	gold
656_twist_nn	2	 	gold
415_bar_nn	1	 	gold
63_edge_nn	4	 	gold
56_bit_nn	1	 	gold
130_include_vb	4	 	gold
63_record_nn	2	 	gold
435_lass_nn	4	 	gold
304_ball_nn	1	 	gold
36_afternoon_nn	4	 	gold
112_lane_nn	4	 	gold
1092_part_nn	3	 	gold
70_chairman_nn	4	 	gold
171_multitude_nn	4	 	gold
140_stroke_vb	4	 	gold
107_risk_nn	4	 	gold
82_fiction_nn	4	 	gold
18_twist_nn	2	 	gold
360_ball_nn	4	 	gold
69_savage_nn	4	 	gold
288_face_nn	4	 	gold
237_circle_vb	4	 	gold
30_risk_nn	4	 	gold
551_twist_nn	2	 	gold
294_graft_nn	4	 	gold
44_risk_nn	4	 	gold
365_head_nn	4	 	gold
142_risk_nn	4	 	gold
118_player_nn	4	 	gold
350_prop_nn	4	 	gold
51_chairman_nn	4	 	gold
138_stab_nn	2	 	gold
95_bag_nn	4	 	gold
387_graft_nn	1	 	gold
118_risk_nn	4	 	gold
76_risk_nn	4	 	gold
105_bit_nn	4	 	gold
149_attack_nn	4	 	gold
110_fiction_nn	4	 	gold
360_prop_nn	1	 	gold
288_lass_nn	4	 	gold
162_lass_nn	4	 	gold
68_lass_nn	1	 	gold
184_grain_nn	4	 	gold
71_savage_nn	4	 	gold
114_plane_nn	1	 	gold
262_face_nn	2	 	gold
66_bar_nn	1	 	gold
627_pin_vb	4	 	gold
63_donkey_nn	4	 	gold
240_donkey_nn	4	 	gold
59_chef_nn	4	 	gold
212_rally_nn	4	 	gold
63_include_vb	4	 	gold
33_savage_nn	4	 	gold
335_rag_nn	3	 	gold
99_tree_nn	4	 	gold
77_afternoon_nn	4	 	gold
227_face_nn	2	 	gold
173_ounce_nn	4	 	gold
151_face_nn	4	 	gold
41_afternoon_nn	4	 	gold
640_twist_nn	4	 	gold
300_ball_nn	4	 	gold
59_lass_nn	1	 	gold
355_head_nn	4	 	gold
79_contemplation_nn	4	 	gold
69_risk_nn	4	 	gold
131_tree_nn	4	 	gold
427_bar_nn	1	 	gold
290_head_nn	4	 	gold
100_savage_nn	4	 	gold
88_afternoon_nn	4	 	gold
421_word_nn	4	 	gold
1259_tip_vb	1	 	gold
177_lass_nn	4	 	gold
109_face_nn	4	 	gold
6_face_nn	3	 	gold
372_grain_nn	4	 	gold
316_chef_nn	4	 	gold
335_attack_nn	4	 	gold
282_circle_vb	3	 	gold
128_edge_nn	2	 	gold
264_chef_nn	4	 	gold
426_tip_vb	4	 	gold
26_bag_nn	4	 	gold
6_land_nn	4	 	gold
19_quilt_nn	4	 	gold
1051_tip_vb	1	 	gold
24_maxim_nn	4	 	gold
45_stroke_vb	4	 	gold
290_bit_nn	1	horse metaphor	gold
229_face_nn	2	 	gold
152_stab_nn	3	 	gold
83_fiction_nn	3	 	gold
98_maxim_nn	4	 	gold
513_twist_nn	4	 	gold
77_relationship_nn	4	 	gold
359_head_nn	4	 	gold
968_tip_vb	1	 	gold
36_stroke_vb	2	*	gold
81_chairman_nn	4	 	gold
203_circle_vb	2	 	gold
428_twist_nn	2	 	gold
89_quilt_nn	4	 	gold
422_ball_nn	1	 	gold
571_bar_nn	1	 	gold
165_head_nn	2	 	gold
70_thump_nn	4	 	gold
598_bar_nn	1	 	gold
355_graft_nn	4	 	gold
560_rally_nn	3	Unsure	gold
37_include_vb	4	 	gold
117_plane_nn	1	 	gold
353_stab_nn	2	 	gold
421_bar_nn	4	 	gold
85_lass_nn	1	 	gold
663_bar_nn	1	 	gold
213_ball_nn	1	 	gold
1070_tip_vb	1	 	gold
24_donkey_nn	4	 	gold
33_chairman_nn	4	 	gold
150_player_nn	4	 	gold
230_thump_nn	3	 	gold
167_lane_nn	3	 	gold
28_risk_nn	4	 	gold
74_savage_nn	4	 	gold
309_graft_nn	4	 	gold
360_ounce_nn	4	 	gold
265_maxim_nn	4	 	gold
69_lass_nn	1	 	gold
249_pick_vb	2	 	gold
535_bar_nn	1	 	gold
139_lane_nn	4	 	gold
53_lass_nn	1	 	gold
88_stroke_vb	4	 	gold
130_multitude_nn	4	 	gold
284_rally_nn	4	 	gold
127_face_nn	4	 	gold
337_graft_nn	4	 	gold
257_rag_nn	4	 	gold
182_plane_nn	1	 	gold
345_ball_nn	4	 	gold
1378_tip_vb	1	 	gold
475_bar_nn	1	 	gold
106_stroke_vb	4	 	gold
59_bag_nn	4	 	gold
120_land_nn	4	 	gold
132_savage_nn	4	 	gold
228_circle_vb	4	 	gold
86_edge_nn	4	 	gold
320_bit_nn	3	 	gold
131_chef_nn	4	 	gold
